SYMBOL	fold
Celf5	3
Celsr1	3
Celsr2	4
Cemip2	7
Cenpa	2
Cenpb	4
Cenpc1	6
Cenpe	9
Cenpf	6
Cenph	6
Cenpi	2
Cenpj	9
Cenpk	1
Cenpl	7
Cenpm	2
Cenpn	2
Cenpo	8
Cenpp	8
Cenpq	2
Cenps	7
Cenpt	9
Cenpu	4
Cenpv	3
Cenpw	7
Cenpx	8
Cep104	8
Cep112	0
Cep120	6
Cep128	6
Cep131	1
Cep135	0
Cep152	9
Cep162	5
Cep164	2
Cep170	9
Cep170b	4
Cep19	4
Cep192	3
Cep250	0
Cep290	5
Cep295	9
Cep350	0
Cep41	3
Cep44	0
Cep55	6
Cep57	9
Cep57l1	1
Cep63	9
Cep68	2
Cep70	5
Cep72	3
Cep76	0
Cep78	4
Cep83	6
Cep85	6
Cep85l	3
Cep89	1
Cep95	7
Cep97	8
Cept1	7
Cercam	4
Cerk	2
Cers2	7
Cers4	5
Cers5	5
Cers6	1
Ces2g	0
Cetn2	5
Cetn3	2
Cetn4	7
Cfap20	7
Cfap298	3
Cfap300	4
Cfap36	8
Cfap410	2
Cfap97	0
Cfdp1	9
Cfh	9
Cfl1	5
Cfl2	8
Cflar	7
Cfp	9
Cgas	8
Cggbp1	1
Cgn	4
Cgnl1	0
Cgref1	5
Cgrrf1	7
Chac1	1
Chac2	3
Chaf1a	3
Chaf1b	2
Champ1	9
Chchd1	4
Chchd10	5
Chchd2	7
Chchd3	3
Chchd4	2
Chchd5	7
Chchd6	9
Chchd7	4
Chd1	7
Chd1l	8
Chd2	6
Chd3	2
Chd4	9
Chd6	5
Chd7	9
Chd8	6
Chd9	5
Chdh	6
Chek1	0
Chek2	3
Cherp	1
Chfr	4
Chga	3
Chic1	6
Chic2	0
Chid1	1
Chka	2
Chl1	8
Chm	9
Chml	5
Chmp1a	9
Chmp1b	2
Chmp2a	7
Chmp2b	1
Chmp3	8
Chmp4b	5
Chmp4c	0
Chmp5	0
Chmp6	2
Chmp7	2
Chn1	3
Chn2	7
Chordc1	2
Chp1	3
Chpf	3
Chpf2	9
Chpt1	4
Chrac1	3
Chrd	8
Chrdl1	1
Chrna4	4
Chrna7	5
Chst10	0
Chst11	5
Chst12	9
Chst14	3
Chst15	5
Chst2	6
Chst3	8
Chst7	0
Chsy1	6
Chsy3	0
Chtf18	0
Chtf8	0
Chtop	5
Chuk	8
Churc1	4
Ciao1	7
Ciao2a	0
Ciao2b	9
Ciao3	9
Ciapin1	5
Ciart	4
Cib1	7
Cib2	4
Cic	2
Cilk1	1
Cinp	1
Cip2a	9
Cipc	1
Cir1	8
Cirbp	1
Cisd1	4
Cisd2	8
Cisd3	7
Cish	6
Cit	3
Cited1	8
Cited2	4
Cited4	9
Ciz1	8
Ckap2	2
Ckap2l	8
Ckap4	7
Ckap5	2
Ckb	3
Cklf	4
Ckmt1	9
Cks1b	4
Cks2	0
Clasp1	2
Clasp2	5
Clasrp	7
Clba1	8
Clcc1	8
Clcn2	7
Clcn3	0
Clcn4	2
Clcn5	8
Clcn6	6
Clcn7	8
Cldn1	3
Cldn12	5
Cldn3	0
Cldn5	7
Cldnd1	7
Clec11a	8
Clec12a	3
Clec14a	1
Clec16a	1
Clec2d	9
Clec3b	3
Clgn	0
Clic1	3
Clic4	2
Clint1	8
Clip1	7
Clip2	2
Clip3	0
Clip4	4
Clk1	8
Clk2	9
Clk3	8
Clk4	3
Clmn	6
Clmp	1
Cln3	8
Cln5	6
Cln6	2
Cln8	9
Clns1a	4
Clock	6
Clp1	7
Clpb	6
Clpp	6
Clptm1	9
Clptm1l	3
Clpx	3
Clspn	0
Clstn1	2
Clstn2	6
Clstn3	2
Clta	7
Cltb	1
Cltc	7
Clu	4
Cluap1	5
Cluh	8
Clybl	6
Cmas	4
Cmbl	3
Cmc1	5
Cmc2	2
Cmc4	5
Cmip	3
Cmklr1	6
Cmpk1	4
Cmpk2	4
Cmss1	1
Cmtm3	8
Cmtm4	9
Cmtm6	8
Cmtm7	5
Cmtm8	8
Cmtr1	9
Cmtr2	8
Cnbp	6
Cndp2	6
Cnep1r1	9
Cnih1	2
Cnih4	9
Cnksr3	4
Cnn2	4
Cnn3	6
Cnnm2	3
Cnnm3	0
Cnnm4	5
Cnot1	7
Cnot10	8
Cnot11	4
Cnot2	4
Cnot3	0
Cnot4	0
Cnot6	2
Cnot6l	7
Cnot7	5
Cnot8	5
Cnot9	6
Cnp	7
Cnppd1	3
Cnpy2	3
Cnpy3	2
Cnpy4	3
Cnrip1	6
Cnst	1
Cntfr	6
Cntln	7
Cntrl	3
Cntrob	5
Coa3	2
Coa4	9
Coa5	0
Coa6	7
Coa7	2
Coasy	0
Cobl	6
Cobll1	1
Coch	7
Cog1	4
Cog2	3
Cog3	6
Cog4	5
Cog5	9
Cog6	1
Cog7	1
Cog8	7
Coil	5
Col11a1	3
Col12a1	0
Col14a1	9
Col15a1	9
Col16a1	7
Col18a1	3
Col1a1	3
Col1a2	5
Col3a1	8
Col4a1	2
Col4a2	1
Col4a3bp	1
Col4a5	2
Col5a1	0
Col5a2	3
Col6a1	4
Col6a2	2
Col6a3	3
Col8a1	4
Colec12	4
Colgalt1	9
Colgalt2	3
Commd1	7
Commd10	0
Commd2	2
Commd3	6
Commd4	9
Commd6	4
Commd7	2
Commd8	1
Commd9	7
Comt	9
Comtd1	1
Cop1	5
Copa	2
Copb1	2
Copb2	4
Cope	6
Copg1	5
Copg2	2
Coprs	1
Cops2	6
Cops3	1
Cops4	4
Cops5	6
Cops6	3
Cops7a	6
Cops7b	4
Cops8	9
Cops9	7
Copz1	0
Copz2	2
Coq10a	5
Coq10b	8
Coq2	5
Coq3	2
Coq4	2
Coq5	3
Coq6	4
Coq7	5
Coq8a	6
Coq8b	1
Coq9	6
Coro1a	8
Coro1b	5
Coro1c	7
Coro2a	8
Coro2b	1
Coro7	3
Cotl1	5
Cox10	0
Cox11	5
Cox14	1
Cox15	8
Cox16	6
Cox18	3
Cox19	8
Cox20	2
Cox4i1	9
Cox5a	7
Cox5b	4
Cox6a1	2
Cox6b1	4
Cox6b2	1
Cox6c	3
Cox7a1	6
Cox7a2	6
Cox7a2l	9
Cox7b	4
Cox7c	8
Cox8a	0
Cp	3
Cpd	6
Cpe	2
Cpeb1	5
Cpeb2	4
Cpeb3	8
Cpeb4	7
Cped1	0
Cplane1	1
Cplane2	9
Cplx2	9
Cpm	4
Cpne2	7
Cpne3	2
Cpne5	6
Cpne8	3
Cpox	9
Cpped1	0
Cpq	9
Cpsf1	8
Cpsf2	1
Cpsf3	5
Cpsf4	5
Cpsf6	2
Cpsf7	5
Cpt1a	8
Cpt1c	3
Cpt2	9
Cptp	4
Cpxm1	0
Cr1l	1
Crabp1	6
Crabp2	1
Cracr2b	5
Cradd	6
Cramp1l	2
Crat	6
Crbn	5
Crcp	3
Creb1	3
Creb3	0
Creb3l1	0
Creb3l2	1
Creb5	1
Crebbp	7
Crebl2	8
Crebrf	0
Crebzf	1
Creg1	3
Creld1	3
Creld2	3
Crem	2
Crim1	9
Crip1	1
Crip2	3
Cript	4
Crispld2	0
Crk	1
Crkl	7
Crlf1	8
Crlf2	4
Crlf3	4
Crls1	9
Crmp1	1
Crnkl1	1
Crocc	0
Crot	0
Crppa	3
Crtap	1
Crtc1	5
Crtc2	7
Crtc3	2
Cry1	2
Cry2	6
Cryab	2
Crybg1	5
Crybg3	5
Cryl1	5
Crym	2
Cryz	4
Cryzl1	3
Cryzl2	2
Cs	1
Csad	4
Csdc2	9
Csde1	3
Cse1l	7
Csf1	8
Csf1r	8
Csf2ra	5
Csgalnact2	2
Csk	8
Csnk1a1	6
Csnk1d	6
Csnk1e	8
Csnk1g1	1
Csnk1g2	5
Csnk1g3	7
Csnk2a1	6
Csnk2a2	5
Csnk2b	5
Cspg4	2
Cspg5	5
Cspp1	1
Csrnp1	5
Csrnp2	5
Csrnp3	0
Csrp1	3
Csrp2	7
Cst3	0
Cstb	3
Cstf1	9
Cstf2	2
Cstf2t	0
Cstf3	6
Ctbp1	8
Ctbp2	0
Ctbs	1
Ctc1	3
Ctcf	6
Ctdnep1	7
Ctdp1	4
Ctdsp1	8
Ctdsp2	5
Ctdspl	4
Ctdspl2	7
Ctf1	3
Cth	0
Cthrc1	6
Ctif	5
Ctnna1	1
Ctnnal1	4
Ctnnb1	4
Ctnnbip1	2
Ctnnbl1	5
Ctnnd2	8
Ctns	1
Ctps	8
Ctps2	4
Ctr9	2
Ctsa	9
Ctsb	1
Ctsc	3
Ctsd	7
Ctsf	6
Ctsh	5
Ctsk	8
Ctsl	7
Ctso	4
Ctss	0
Ctsz	5
Cttn	3
Cttnbp2	0
Cttnbp2nl	6
Ctu1	3
Ctu2	5
Ctxn1	0
Cuedc1	2
Cuedc2	4
Cul1	1
Cul2	2
Cul3	0
Cul4a	7
Cul4b	9
Cul5	6
Cul7	9
Cul9	6
Cuta	3
Cutc	2
Cux1	1
Cwc15	6
Cwc22	9
Cwc25	9
Cwc27	3
Cwf19l1	3
Cwf19l2	9
Cx3cl1	6
Cx3cr1	1
Cxadr	8
Cxcl1	1
Cxcl10	3
Cxcl12	9
Cxcl14	2
Cxcl16	3
Cxcr4	8
Cxxc1	5
Cxxc5	8
Cyb561	4
Cyb561a3	7
Cyb561d1	6
Cyb561d2	0
Cyb5a	8
Cyb5b	4
Cyb5d1	9
Cyb5d2	1
Cyb5r1	3
Cyb5r3	7
Cyb5r4	1
Cyb5rl	9
Cyba	4
Cybb	4
Cybc1	8
Cyc1	8
Cyfip1	4
Cyfip2	0
Cygb	8
Cyhr1	9
Cyld	4
Cyp1b1	8
Cyp20a1	8
Cyp26b1	9
Cyp27a1	9
Cyp2d22	6
Cyp2j6	7
Cyp2j9	5
Cyp2s1	8
Cyp2u1	0
Cyp39a1	3
Cyp4f13	4
Cyp4f14	1
Cyp4f16	8
Cyp4f17	5
Cyp4v3	4
Cyp51	4
Cyp7b1	1
Cystm1	7
Cyth1	2
Cyth2	0
Cyth3	3
Cyth4	4
Cyyr1	8
Czib	8
D030056L22Rik	0
D10Wsu102e	9
D11Wsu47e	4
D130043K22Rik	4
D16Ertd472e	6
D17H6S53E	4
D1Ertd622e	9
D230025D16Rik	0
D2hgdh	2
D3Ertd751e	9
D430042O09Rik	9
D5Ertd579e	9
D630045J12Rik	4
D6Wsu163e	1
D8Ertd738e	2
Daam1	6
Daam2	0
Dab2	8
Dab2ip	5
Dach1	8
Dact1	1
Dact2	3
Dact3	1
Dad1	8
Dag1	6
Dagla	4
Daglb	1
Dalrd3	7
Dap	9
Dap3	4
Dapk1	6
Dapk2	5
Dapk3	2
Dapp1	0
Dars	4
Dars2	1
Daxx	0
Dazap1	0
Dazap2	3
Dbf4	6
Dbi	7
Dbn1	1
Dbnl	4
Dbp	9
Dbr1	9
Dbt	4
Dcaf1	5
Dcaf10	1
Dcaf11	9
Dcaf12	8
Dcaf12l1	4
Dcaf13	6
Dcaf15	2
Dcaf17	4
Dcaf4	0
Dcaf5	3
Dcaf6	4
Dcaf7	0
Dcaf8	4
Dcakd	1
Dcbld1	7
Dcbld2	2
Dchs1	1
Dck	2
Dclk1	4
Dclk2	7
Dclk3	7
Dclre1a	6
Dclre1b	2
Dclre1c	1
Dcn	8
Dcp1a	6
Dcp1b	7
Dcp2	7
Dcps	1
Dctd	9
Dctn1	6
Dctn2	4
Dctn3	6
Dctn4	9
Dctn5	3
Dctn6	1
Dctpp1	5
Dcun1d1	5
Dcun1d2	2
Dcun1d3	5
Dcun1d4	4
Dcun1d5	8
Dcxr	0
Dda1	7
Ddah1	4
Ddah2	2
Ddb1	9
Ddb2	3
Ddc	9
Ddhd1	6
Ddhd2	7
Ddi2	5
Ddias	8
Ddit3	2
Ddit4	3
Ddit4l	5
Ddo	0
Ddost	1
Ddr1	5
Ddr2	2
Ddrgk1	6
Ddt	5
Ddx1	7
Ddx10	7
Ddx11	2
Ddx17	1
Ddx18	4
Ddx19a	1
Ddx19b	0
Ddx20	1
Ddx21	5
Ddx23	4
Ddx24	8
Ddx25	3
Ddx27	9
Ddx28	6
Ddx31	1
Ddx39	0
Ddx39b	9
Ddx3x	6
Ddx3y	8
Ddx41	0
Ddx42	7
Ddx46	1
Ddx47	1
Ddx49	9
Ddx5	0
Ddx50	0
Ddx51	7
Ddx52	6
Ddx54	7
Ddx55	3
Ddx56	3
Ddx58	8
Ddx59	6
Ddx6	4
Deaf1	2
Decr1	7
Decr2	6
Dedd	3
Dedd2	9
Def6	6
Def8	4
Degs1	9
Dek	4
Dele1	7
Denn2b	0
Dennd11	9
Dennd1a	7
Dennd1b	6
Dennd2a	2
Dennd2d	0
Dennd3	3
Dennd4a	9
Dennd4b	1
Dennd4c	8
Dennd5a	3
Dennd5b	1
Dennd6a	7
Dennd6b	9
Denr	1
Depdc1a	6
Depdc1b	1
Depdc5	8
Depdc7	0
Depp1	8
Deptor	3
Dera	2
Derl1	1
Derl2	5
Des	2
Desi1	0
Desi2	0
Det1	8
Dexi	7
Dffa	0
Dffb	5
Dgat1	4
Dgat2	6
Dgcr6	0
Dgcr8	1
Dgka	3
Dgkd	0
Dgke	9
Dgkh	6
Dgkq	5
Dgkz	1
Dglucy	6
Dguok	5
Dhcr24	9
Dhcr7	3
Dhdds	7
Dhdh	7
Dhfr	4
Dhodh	0
Dhps	9
Dhrs1	3
Dhrs11	9
Dhrs13	9
Dhrs3	4
Dhrs4	3
Dhrs7	3
Dhrs7b	3
Dhtkd1	5
Dhx15	5
Dhx16	1
Dhx29	9
Dhx30	8
Dhx32	7
Dhx33	8
Dhx34	6
Dhx35	2
Dhx36	7
Dhx37	9
Dhx38	3
Dhx40	6
Dhx57	4
Dhx58	4
Dhx8	7
Dhx9	5
Diaph1	1
Diaph2	2
Diaph3	2
Dicer1	0
Dido1	0
Dimt1	6
Dip2a	7
Dip2b	1
Dip2c	3
Dipk1a	0
Dipk1b	0
Dipk2a	0
Dis3	9
Dis3l	8
Dis3l2	8
Disp1	0
Disp2	1
Dixdc1	3
Dkc1	1
Dkk3	2
Dlat	9
Dlc1	4
Dld	6
Dlg1	6
Dlg3	9
Dlg4	1
Dlg5	0
Dlgap3	9
Dlgap4	8
Dlgap5	9
Dlk1	9
Dll1	2
Dll4	5
Dlst	3
Dmac1	9
Dmac2	1
Dmac2l	3
Dmap1	0
Dmd	0
Dmpk	2
Dmtf1	7
Dmtn	9
Dmwd	5
Dmxl1	6
Dmxl2	0
Dna2	4
Dnaaf2	4
Dnaaf5	5
Dnaja1	1
Dnaja2	5
Dnaja3	5
Dnaja4	3
Dnajb1	4
Dnajb11	8
Dnajb12	0
Dnajb14	7
Dnajb2	2
Dnajb4	6
Dnajb5	1
Dnajb6	8
Dnajb9	6
Dnajc1	1
Dnajc10	3
Dnajc11	0
Dnajc12	0
Dnajc13	9
Dnajc14	4
Dnajc15	3
Dnajc16	8
Dnajc17	8
Dnajc18	2
Dnajc19	2
Dnajc2	0
Dnajc21	4
Dnajc22	1
Dnajc24	4
Dnajc25	4
Dnajc27	1
Dnajc28	5
Dnajc3	1
Dnajc30	5
Dnajc4	4
Dnajc5	7
Dnajc6	2
Dnajc7	4
Dnajc8	8
Dnajc9	4
Dnal1	8
Dnal4	4
Dnase1l1	2
Dnase2a	9
Dner	9
Dnlz	0
Dnm1	0
Dnm1l	1
Dnm2	3
Dnm3	9
Dnmbp	2
Dnmt1	1
Dnmt3a	8
Dnmt3b	0
Dnpep	2
Dnph1	9
Dnttip1	6
Dnttip2	7
Dock1	8
Dock10	5
Dock11	0
Dock2	8
Dock4	2
Dock5	9
Dock6	7
Dock7	6
Dock8	4
Dock9	9
Dohh	8
Dok1	2
Dok4	1
Dolk	6
Dolpp1	8
Donson	6
Dop1a	5
Dop1b	9
Dot1l	7
Dpagt1	3
Dpf1	5
Dpf2	5
Dpf3	5
Dph1	5
Dph2	5
Dph3	8
Dph5	5
Dph6	1
Dph7	2
Dpm2	3
Dpm3	8
Dpp3	6
Dpp4	2
Dpp7	1
Dpp8	5
Dpp9	0
Dpt	9
Dpy19l1	9
Dpy19l3	0
Dpy19l4	6
Dpy30	5
Dpyd	5
Dpysl2	4
Dpysl3	3
Dpysl4	6
Dpysl5	4
Dr1	5
Dram1	9
Dram2	7
Drap1	4
Drc3	0
Drg1	6
Drg2	5
Drosha	7
Dsc2	4
Dscc1	6
Dse	0
Dsel	2
Dsg2	9
Dsn1	3
Dsp	1
Dst	3
Dstn	7
Dstyk	8
Dtd1	3
Dtd2	8
Dtl	1
Dtna	8
Dtnb	9
Dtnbp1	6
Dtwd1	7
Dtwd2	9
Dtx1	1
Dtx2	3
Dtx3	7
Dtx3l	0
Dtx4	7
Dtymk	7
Dus1l	5
Dus2	4
Dus3l	1
Dus4l	3
Dusp1	4
Dusp10	9
Dusp11	6
Dusp12	1
Dusp14	2
Dusp16	3
Dusp18	6
Dusp19	7
Dusp2	4
Dusp22	8
Dusp23	6
Dusp28	0
Dusp3	0
Dusp4	3
Dusp5	3
Dusp6	7
Dusp7	6
Dusp8	5
Dusp9	1
Dut	9
Dvl1	5
Dvl2	6
Dvl3	1
Dxo	8
Dym	8
Dync1h1	7
Dync1i2	0
Dync1li1	3
Dync1li2	3
Dync2h1	8
Dync2li1	0
Dynll1	9
Dynll2	8
Dynlrb1	4
Dynlt3	6
Dyrk1a	0
Dyrk1b	8
Dyrk2	3
Dyrk3	7
Dysf	4
Dzank1	3
Dzip1	2
Dzip1l	9
Dzip3	0
E130308A19Rik	9
E130309D02Rik	8
E130311K13Rik	1
E2f1	7
E2f2	0
E2f3	1
E2f4	5
E2f5	7
E2f6	5
E2f7	7
E2f8	6
E430018J23Rik	4
E4f1	4
Eaf1	1
Eapp	7
Ears2	4
Ebag9	7
Ebf1	1
Ebf3	0
Ebna1bp2	1
Ebp	9
Ebpl	3
Ecd	9
Ece1	4
Ech1	5
Echdc1	7
Echdc2	1
Echdc3	9
Echs1	0
Eci1	4
Eci2	5
Ecm1	1
Ecpas	6
Ecscr	4
Ecsit	4
Ect2	8
Eda2r	2
Edc3	8
Edc4	1
Edem1	1
Edem2	6
Edem3	1
Edf1	7
Edil3	4
Edn1	7
Ednra	8
Ednrb	1
Edrf1	1
Eea1	6
Eed	2
Eef1a1	6
Eef1a2	4
Eef1akmt1	9
Eef1akmt2	0
Eef1akmt4	5
Eef1aknmt	8
Eef1b2	3
Eef1d	7
Eef1e1	6
Eef1g	5
Eef2	2
Eef2k	0
Eef2kmt	2
Eefsec	7
Eepd1	7
Efcab11	1
Efcab14	4
Efcab2	5
Efcab7	4
Efemp1	2
Efemp2	4
Efhd1	6
Efhd2	2
Efl1	2
Efna1	9
Efna2	1
Efna3	2
Efna4	5
Efna5	7
Efnb1	6
Efnb2	7
Efr3a	9
Efr3b	7
Efs	5
Eftud2	4
Egfl7	7
Egflam	8
Egfr	4
Egln1	2
Egln2	5
Egln3	0
Egr1	0
Egr2	1
Ehbp1	8
Ehbp1l1	1
Ehd1	6
Ehd2	7
Ehd3	9
Ehd4	2
Ehhadh	2
Ehmt1	1
Ehmt2	7
Ei24	1
Eid1	9
Eid2	5
Eid2b	5
Eif1	7
Eif1a	4
Eif1ad	7
Eif1ax	3
Eif1b	7
Eif2a	4
Eif2ak1	8
Eif2ak2	4
Eif2ak3	4
Eif2ak4	3
Eif2b1	3
Eif2b2	2
Eif2b3	6
Eif2b4	2
Eif2b5	6
Eif2d	0
Eif2s1	7
Eif2s2	2
Eif2s3x	4
Eif2s3y	5
Eif3a	4
Eif3b	9
Eif3c	6
Eif3d	3
Eif3e	2
Eif3f	3
Eif3g	2
Eif3h	1
Eif3i	9
Eif3k	8
Eif3l	0
Eif3m	9
Eif4a1	4
Eif4a2	2
Eif4a3	0
Eif4b	7
Eif4e	6
Eif4e2	2
Eif4e3	5
Eif4ebp1	8
Eif4ebp2	1
Eif4ebp3	7
Eif4enif1	0
Eif4g1	3
Eif4g3	8
Eif4h	5
Eif5	3
Eif5a	6
Eif5a2	2
Eif5b	5
Eif6	9
Eipr1	9
Elac1	0
Elac2	6
Elavl1	7
Elavl2	7
Elavl3	2
Elavl4	9
Elf1	7
Elf2	7
Elf4	5
Elk1	2
Elk3	8
Elk4	7
Ell	8
Ell2	5
Elmo1	1
Elmo2	5
Elmo3	7
Elmod2	1
Elmod3	6
Elmsan1	9
Eln	8
Eloa	7
Elob	2
Eloc	8
Elof1	7
Elovl1	2
Elovl2	2
Elovl4	1
Elovl5	6
Elovl6	9
Elovl7	8
Elp1	9
Elp2	5
Elp3	3
Elp4	7
Elp5	8
Elp6	2
Emb	2
Emc1	7
Emc10	9
Emc2	6
Emc3	2
Emc4	3
Emc6	7
Emc7	0
Emc8	6
Emc9	8
Emcn	0
Emd	6
Eme1	1
Eme2	0
Emg1	0
Emid1	2
Emilin1	7
Emilin2	8
Eml1	4
Eml2	5
Eml3	8
Eml4	5
Eml5	2
Emp1	1
Emp2	0
Emp3	6
Emsy	2
Emx2	4
Enah	0
Enc1	9
Endod1	1
Endog	5
Endov	3
Eng	1
Engase	3
Enho	0
Enkd1	7
Eno1	0
Eno1b	7
Eno2	3
Eno3	6
Enoph1	6
Enox1	0
Enox2	1
Enpep	1
Enpp1	3
Enpp2	8
Enpp3	0
Enpp4	2
Enpp5	6
Ensa	7
Entpd1	1
Entpd2	9
Entpd5	2
Entpd6	8
Entpd7	3
Entr1	0
Eny2	7
Eogt	5
Ep300	4
Ep400	2
Epas1	3
Epb41	9
Epb41l1	7
Epb41l2	2
Epb41l3	6
Epb41l4a	5
Epb41l4b	9
Epb41l5	4
Epc1	1
Epc2	3
Epcam	3
Epdr1	5
Epg5	7
Epha1	3
Epha2	9
Epha3	2
Epha4	8
Epha7	2
Ephb2	6
Ephb3	5
Ephb4	1
Ephb6	8
Ephx1	1
Ephx2	2
Epm2a	6
Epm2aip1	2
Epn1	7
Epn2	1
Epop	6
Eprs	9
Eps15	3
Eps15l1	9
Eps8	4
Eps8l2	7
Epsti1	0
Eral1	9
Erap1	5
Erbb2	5
Erbb3	8
Erbb4	7
Erbin	9
Erc1	6
Erc2	4
Ercc1	2
Ercc2	3
Ercc3	0
Ercc4	9
Ercc5	8
Ercc6	6
Ercc6l	9
Ercc6l2	6
Ercc8	9
Erf	7
Erg	5
Erg28	5
Ergic1	7
Ergic2	4
Ergic3	6
Eri1	2
Eri2	9
Eri3	5
Erich1	5
Erlec1	3
Erlin1	4
Erlin2	1
Ermard	5
Ermp1	8
Ern1	9
Ero1l	1
Ero1lb	2
Erp29	4
Erp44	8
Errfi1	9
Esam	8
Esco1	6
Esco2	0
Esd	2
Esf1	6
Espl1	7
Esr1	7
Esrp2	4
Esrra	9
Esrrb	6
Esrrg	8
Ess2	0
Esyt1	7
Esyt2	6
Etaa1	4
Etf1	2
Etfa	7
Etfb	5
Etfbkmt	2
Etfdh	0
Etfrf1	0
Ethe1	6
Etl4	3
Etnk1	3
Etnk2	0
Ets1	7
Ets2	6
Etv1	2
Etv3	6
Etv4	6
Etv5	6
Etv6	3
Eva1a	0
Eva1b	5
Evc	9
Evc2	4
Evi5	8
Evi5l	2
Evl	6
Ewsr1	8
Exd2	3
Exo1	1
Exo5	4
Exoc1	1
Exoc2	4
Exoc3	7
Exoc3l	6
Exoc3l2	6
Exoc4	1
Exoc5	8
Exoc6	7
Exoc6b	2
Exoc7	3
Exoc8	3
Exog	6
Exosc1	3
Exosc10	8
Exosc2	9
Exosc3	7
Exosc4	2
Exosc5	4
Exosc7	9
Exosc8	9
Exosc9	2
Ext1	1
Ext2	3
Extl2	4
Extl3	5
Eya1	1
Eya3	6
Eya4	7
Ezh1	0
Ezh2	0
Ezr	3
F11r	6
F13a1	9
F2r	9
F2rl1	8
F3	2
F8a	4
Faah	3
Faap100	2
Faap20	8
Faap24	1
Fabp3	1
Fabp4	0
Fabp5	9
Fabp7	8
Fadd	4
Fads1	8
Fads2	9
Fads3	2
Fads6	5
Faf1	3
Faf2	2
Fah	9
Fahd1	5
Fahd2a	8
Faim	8
Fam102a	7
Fam102b	7
Fam104a	8
Fam107b	4
Fam110a	3
Fam110b	4
Fam111a	0
Fam114a1	6
Fam114a2	8
Fam117a	1
Fam117b	8
Fam118a	2
Fam118b	1
Fam120a	5
Fam120b	6
Fam120c	2
Fam122a	7
Fam122b	1
Fam124a	6
Fam126a	3
Fam126b	8
Fam129a	8
Fam129b	8
Fam131a	4
Fam131b	9
Fam133b	1
Fam135a	6
Fam136a	6
Fam13a	1
Fam13b	9
Fam13c	8
Fam149b	5
Fam151b	2
Fam160a1	3
Fam160a2	4
Fam160b1	0
Fam160b2	9
Fam161b	2
Fam162a	4
Fam168a	6
Fam168b	6
Fam169a	1
Fam171a1	2
Fam171a2	5
Fam171b	8
Fam172a	0
Fam173a	2
Fam174a	8
Fam174b	6
Fam174c	3
Fam185a	8
Fam189a2	0
Fam189b	9
Fam192a	4
Fam193a	5
Fam193b	7
Fam199x	2
Fam204a	6
Fam207a	4
Fam20a	4
Fam20b	7
Fam20c	6
Fam210a	9
Fam210b	2
Fam214a	9
Fam214b	9
Fam216a	0
Fam219a	7
Fam219b	6
Fam221a	3
Fam222a	7
Fam222b	2
Fam234a	8
Fam234b	8
Fam241a	5
Fam241b	5
Fam25c	2
Fam32a	4
Fam3a	0
Fam3c	5
Fam43a	9
Fam45a	8
Fam49a	9
Fam49b	2
Fam50a	6
Fam53a	8
Fam53b	3
Fam53c	3
Fam57a	6
Fam72a	7
Fam76a	2
Fam76b	4
Fam83d	1
Fam83g	4
Fam83h	6
Fam89a	6
Fam8a1	4
Fam91a1	7
Fam92a	1
Fam98a	1
Fam98b	7
Fam98c	2
Fan1	6
Fanca	9
Fancb	3
Fancc	8
Fancd2	8
Fance	3
Fancf	4
Fancg	9
Fanci	4
Fancl	8
Fancm	7
Far1	1
Farp1	8
Farp2	3
Fars2	0
Farsa	1
Farsb	8
Fas	8
Fasn	1
Fastk	7
Fastkd1	0
Fastkd2	4
Fastkd3	6
Fastkd5	0
Fat1	6
Fat4	0
Fau	9
Faxc	4
Fbf1	1
Fbh1	1
Fbl	8
Fblim1	9
Fbln1	7
Fbln2	5
Fbln5	4
Fbn1	4
Fbrs	9
Fbrsl1	2
Fbxl12	0
Fbxl14	4
Fbxl15	7
Fbxl16	7
Fbxl17	7
Fbxl18	1
Fbxl19	0
Fbxl2	5
Fbxl20	2
Fbxl3	8
Fbxl4	2
Fbxl5	2
Fbxl6	1
Fbxl8	0
Fbxo10	0
Fbxo11	9
Fbxo16	9
Fbxo2	3
Fbxo21	5
Fbxo22	8
Fbxo25	5
Fbxo28	5
Fbxo3	7
Fbxo30	5
Fbxo31	5
Fbxo32	7
Fbxo33	4
Fbxo34	9
Fbxo36	9
Fbxo38	5
Fbxo4	2
Fbxo42	9
Fbxo44	6
Fbxo45	5
Fbxo46	2
Fbxo5	4
Fbxo6	9
Fbxo7	7
Fbxo8	8
Fbxo9	6
Fbxw11	3
Fbxw17	8
Fbxw2	2
Fbxw4	1
Fbxw5	2
Fbxw7	4
Fbxw8	5
Fbxw9	5
Fcer1g	7
Fcf1	7
Fcgr1	9
Fcgr2b	9
Fcgr3	2
Fcgrt	9
Fcho1	8
Fcho2	8
Fchsd1	3
Fchsd2	7
Fcor	0
Fcrls	6
Fcsk	6
Fdft1	0
Fdps	8
Fdx1	0
Fdx2	3
Fdxacb1	3
Fdxr	4
Fech	3
Fem1a	8
Fem1b	4
Fem1c	5
Fen1	1
Fer	4
Fermt2	9
Fermt3	4
Fes	0
Fetub	3
Fez1	4
Fez2	5
Fgd1	2
Fgd3	0
Fgd4	3
Fgd5	6
Fgd6	9
Fgf1	7
Fgf13	1
Fgfbp1	8
Fgfbp3	9
Fgfr1	3
Fgfr1op	5
